iter	RMSE
149	12.04253454
150	11.98586285
151	11.92143321
152	11.85926082
153	11.78860552
154	11.7149933
155	11.65592011
156	11.60200556
157	11.53613655
158	11.48597742
159	11.42970885
160	11.37492221
161	11.32572181
162	11.27937355
163	11.22908
164	11.18336224
165	11.14156409
166	11.09222316
167	11.04940188
168	11.00363523
169	10.96218838
170	10.92262033
171	10.87183314
172	10.81734798
173	10.77286866
174	10.73476752
175	10.69673903
176	10.64662193
177	10.60167693
178	10.57013078
179	10.53982049
180	10.50460052
181	10.46270502
182	10.42484017
183	10.39558944
184	10.35704356
185	10.32416556
186	10.29186908
187	10.2537567
188	10.21874446
189	10.18016191
190	10.13971085
191	10.10960178
192	10.07804823
193	10.0470456
194	10.01819137
195	9.995967124
196	9.970736673
197	9.935917442
198	9.906250973
199	9.873165441
200	9.842962805
201	9.817107487
202	9.776060122
203	9.747861047
204	9.730772579
205	9.704114691
206	9.670493384
207	9.647103659
208	9.626426232
209	9.60501054
210	9.578000518
211	9.555895082
212	9.53623531
213	9.503238212
214	9.478161126
215	9.453145316
216	9.439453121
217	9.407161771
218	9.39010061
219	9.372038029
220	9.352154676
221	9.324008907
222	9.307624975
223	9.292030423
224	9.26797783
225	9.25085685
226	9.230500462
227	9.203993282
228	9.190720713
229	9.179447495
230	9.169652949
231	9.153835566
232	9.134428697
233	9.10831717
234	9.095985349
235	9.079056243
236	9.073573372
237	9.066979371
238	9.045736781
239	9.031661928
240	9.006889511
241	8.986988331
242	8.979319333
243	8.960294451
244	8.949558461
245	8.926594808
246	8.920550129
247	8.890667567
248	8.88155497
249	8.870724314
250	8.848112421
251	8.826316399
252	8.821375769
253	8.79141535
254	8.768501272
255	8.742464745
256	8.73659128
257	8.728534834
258	8.72433649
259	8.694294072
260	8.682672659
261	8.674755636
262	8.653030368
263	8.628602192
264	8.605505597
265	8.601588694
266	8.584275702
267	8.574472506
268	8.546259645
269	8.528591046
270	8.505729166
271	8.501998834
272	8.49791028
273	8.493913557
274	8.48677839
275	8.461094464
276	8.442489343
277	8.437697726
278	8.417477284
279	8.404323905
280	8.388669065
281	8.38532059
282	8.378160862
283	8.35976115
284	8.348906838
285	8.330911636
286	8.306922633
287	8.28701584
288	8.281674389
289	8.278556198
290	8.26458964
291	8.256761009
292	8.250943674
293	8.243253754
294	8.234586414
295	8.231793258
296	8.219334738
297	8.196513975
298	8.187197206
299	8.182577123
300	8.179802939
301	8.159661236
302	8.144034376
303	8.141416968
304	8.13875959
305	8.132202815
306	8.12961424
307	8.1273505
308	8.124855001
309	8.106479602
310	8.081755994
311	8.072826402
312	8.065136249
313	8.05341998
314	8.051250235
315	8.021546432
316	8.017628064
317	7.995224802
318	7.991062548
319	7.972192496
320	7.954622402
321	7.950940511
322	7.918314507
323	7.915746549
324	7.910648676
325	7.906898261
326	7.889663684
327	7.871655
328	7.869582425
329	7.848758662
330	7.839235209
331	7.83603576
332	7.833517953
333	7.830299683
334	7.80659467
335	7.79250417
336	7.776973778
337	7.763125799
338	7.749793857
339	7.74784575
340	7.733198384
341	7.715935636
342	7.714150782
343	7.712559445
344	7.710715233
345	7.695963246
346	7.684429205
347	7.682500325
348	7.664441529
349	7.651779594
350	7.647211264
351	7.62347057
352	7.610216771
353	7.607697517
354	7.594962712
355	7.593347714
356	7.574582756
357	7.55295643
358	7.532421789
359	7.530247722
360	7.518454305
361	7.495322525
362	7.483761889
363	7.4780384
364	7.47644167
365	7.456009178
366	7.449627324
367	7.440842028
368	7.438799986
369	7.428368912
370	7.409980114
371	7.392740555
372	7.385443932
373	7.381089195
374	7.379582768
375	7.371177544
376	7.34848959
377	7.330202781
378	7.311179013
379	7.29523223
380	7.273885809
381	7.268131355
382	7.247528434
383	7.24399969
384	7.225977532
385	7.21283941
386	7.206192278
387	7.191480748
388	7.181952642
389	7.180562616
390	7.179200905
391	7.177077787
392	7.163618705
393	7.148858802
394	7.147124175
395	7.127606543
396	7.114270006
397	7.10756586
398	7.092912133
399	7.079153483
400	7.074445366
401	7.065444936
402	7.049367961
403	7.026421092
404	7.021051905
405	7.006847984
406	7.004952961
407	6.99656425
408	6.96793287
409	6.955071899
410	6.953644636
411	6.952136909
412	6.95059039
413	6.949318076
414	6.939883168
415	6.926210775
416	6.919522192
417	6.918524959
418	6.906829612
419	6.89250143
420	6.887797646
421	6.869739136
422	6.868763935
423	6.853982666
424	6.852936142
425	6.843238673
426	6.842030164
427	6.829138686
428	6.817122913
429	6.80349919
430	6.801439453
431	6.788216446
432	6.786599368
433	6.770904172
434	6.766205698
435	6.755584143
436	6.735066081
437	6.720162986
438	6.707968853
439	6.68424135
440	6.676025818
441	6.6669417
442	6.665370032
443	6.664386732
444	6.657841699
445	6.642567129
446	6.623036311
447	6.621834768
448	6.612787398
449	6.61174089
450	6.60258794
451	6.588248104
452	6.571868318
453	6.549239768
454	6.54326758
455	6.538470063
456	6.525149554
457	6.523765854
458	6.510862152
459	6.48939196
460	6.485099478
461	6.47533949
462	6.468618236
463	6.454102243
464	6.442232154
465	6.437666445
466	6.433394585
467	6.421971484
468	6.418637091
469	6.417247639
470	6.40083478
471	6.394341308
472	6.377053902
473	6.376142662
474	6.364515128
475	6.356564785
476	6.345214121
477	6.336646457
478	6.321993335
479	6.314714691
480	6.305094722
481	6.304314297
482	6.297724121
483	6.287396291
484	6.286437638
485	6.275445662
486	6.264772901
487	6.256242287
488	6.246956789
489	6.237247887
490	6.222994221
491	6.208832355
492	6.191437124
493	6.190718733
494	6.18523592
495	6.175513165
496	6.163139235
497	6.155813412
498	6.155077915
499	6.144523837
500	6.127882807
501	6.113101379
502	6.106744181
503	6.10295
504	6.089798885
505	6.089003302
506	6.08149216
507	6.069876874
508	6.061531656
509	6.053872759
510	6.042210588
511	6.023035296
512	6.014364086
513	6.011249059
514	6.010569951
515	6.003319076
516	6.000451153
517	5.987039399
518	5.975165759
519	5.966105518
520	5.957876127
521	5.95698827
522	5.944442533
523	5.940470172
524	5.924433939
525	5.913158149
526	5.904939649
527	5.90003404
528	5.895695392
529	5.894610551
530	5.886960209
531	5.878289222
532	5.867358703
533	5.860408406
534	5.859401954
535	5.847828169
536	5.840497548
537	5.830815471
538	5.818194463
539	5.81088427
540	5.796412218
541	5.787026208
542	5.772887414
543	5.760944486
544	5.754350536
545	5.749091902
546	5.739374662
547	5.735107017
548	5.731560793
549	5.727391217
550	5.713577413
551	5.712702772
552	5.705493107
553	5.698140476
554	5.685753343
555	5.679040404
556	5.672671249
557	5.668238138
558	5.667404719
559	5.649332872
560	5.640146095
561	5.635598308
562	5.628840192
563	5.615660841
564	5.612292921
565	5.609402918
566	5.598058145
567	5.585704066
568	5.580621342
569	5.573016964
570	5.562360181
571	5.559870698
572	5.547245453
573	5.541709115
574	5.529949256
575	5.525620757
576	5.516260372
577	5.502924987
578	5.492495998
579	5.489953457
580	5.481349354
581	5.475764805
582	5.466753163
583	5.457739066
584	5.457162318
585	5.439281707
586	5.436723461
587	5.427828896
588	5.422932371
589	5.415037839
590	5.405921516
591	5.395168816
592	5.394438787
593	5.391358929
594	5.379759233
595	5.379113443
596	5.373653227
597	5.363084681
598	5.35543175
599	5.347060898
600	5.336655733
601	5.326025469
602	5.322385201
603	5.315306376
604	5.307753163
605	5.301669748
606	5.290500849
607	5.287340036
608	5.276333505
609	5.264676567
610	5.262651453
611	5.255371133
612	5.249757472
613	5.245866315
614	5.238803779
615	5.22860548
616	5.21816822
617	5.20170027
618	5.193695841
619	5.188144091
620	5.178660735
621	5.178055867
622	5.173481778
623	5.168604618
624	5.164543145
625	5.162592579
626	5.157046737
627	5.14524754
628	5.135271247
629	5.131669552
630	5.128124911
631	5.125030996
632	5.120324425
633	5.112451046
634	5.104172243
635	5.100344201
636	5.092471775
637	5.082263591
638	5.069439911
639	5.065594286
640	5.05759891
641	5.049004255
642	5.034932813
643	5.030763544
644	5.027989251
645	5.018950556
646	5.012796262
647	5.002558147
648	4.993748684
649	4.989121807
650	4.986707431
651	4.974812333
652	4.967183972
653	4.957138263
654	4.954979533
655	4.952544634
656	4.940421141
657	4.930969761
658	4.917730799
659	4.906000086
660	4.905507571
661	4.893706292
662	4.893083428
663	4.889283501
664	4.888798246
665	4.879505149
666	4.878791593
667	4.870973263
668	4.868983226
669	4.865467843
670	4.861852356
671	4.853273252
672	4.847747154
673	4.847159813
674	4.8385661
675	4.833098819
676	4.828509921
677	4.823784828
678	4.817078201
679	4.812320202
680	4.806743988
681	4.804810905
682	4.796794361
683	4.787834743
684	4.77835751
685	4.769193401
686	4.760268459
687	4.752160588
688	4.742881964
689	4.740579739
690	4.735078547
691	4.721477793
692	4.721067327
693	4.714916553
694	4.707713155
695	4.703452678
696	4.694928144
697	4.694310275
698	4.685471839
699	4.684919985
700	4.67821397
701	4.671357807
702	4.666535367
703	4.652998164
704	4.646127834
705	4.644497959
706	4.633821352
707	4.629769893
708	4.619688177
709	4.614277506
710	4.603479117
711	4.602678112
712	4.602317087
713	4.597400549
714	4.595734097
715	4.585218568
716	4.583534904
717	4.579713241
718	4.578904737
719	4.56897883
720	4.562537895
721	4.556103599
722	4.552731342
723	4.54159055
724	4.54111058
725	4.540647472
726	4.536737672
727	4.534859112
728	4.534414242
729	4.529984538
730	4.52939702
731	4.52642505
732	4.519314331
733	4.516159877
734	4.50717694
735	4.502987577
736	4.495373668
737	4.49041849
738	4.48265776
739	4.473458168
740	4.468052179
741	4.461719134
742	4.453997507
743	4.453549589
744	4.452985081
745	4.445379361
746	4.438745857
747	4.435459732
748	4.43069681
749	4.424559209
750	4.42255543
751	4.41487754
752	4.411359309
753	4.405276207
754	4.399633791
755	4.391442968
756	4.38651576
757	4.375641917
758	4.365151897
759	4.360366907
760	4.35492067
761	4.348581375
762	4.342740637
763	4.331681098
764	4.327909186
765	4.319080444
766	4.317774197
767	4.307807528
768	4.307284716
769	4.30692759
770	4.306016268
771	4.298100408
772	4.291399811
773	4.286340897
774	4.284698867
775	4.277068206
776	4.269620822
777	4.269237559
778	4.260016754
779	4.253162461
780	4.248750153
781	4.243447828
782	4.23519605
783	4.234688285
784	4.231051299
785	4.224902863
786	4.219136416
787	4.217352874
788	4.212648371
789	4.207105456
790	4.198607824
791	4.19381727
792	4.189264634
793	4.182903138
794	4.180154104
795	4.179498873
796	4.171545194
797	4.168416098
798	4.162554523
799	4.157007233
800	4.150151996
801	4.139290723
802	4.133213916
803	4.129599755
804	4.123047483
805	4.116311137
806	4.109093622
807	4.103046192
808	4.099848405
809	4.09824686
810	4.090183556
811	4.086266671
812	4.081520003
813	4.074732512
814	4.068876269
815	4.06315409
816	4.061038845
817	4.053095549
818	4.051225845
819	4.048314414
820	4.044573269
821	4.038902447
822	4.038275867
823	4.034719191
824	4.028035329
825	4.021213576
826	4.011621953
827	4.008723363
828	4.001974566
829	3.996673798
830	3.993374707
831	3.989193512
832	3.988770799
833	3.983235534
834	3.978138738
835	3.973761411
836	3.973434761
837	3.97302664
838	3.971702328
839	3.964705032
840	3.957011534
841	3.953235532
842	3.948271127
843	3.942895869
844	3.941696053
845	3.933407487
846	3.928704499
847	3.925702901
848	3.919493868
849	3.912707177
850	3.904543266
851	3.900042352
852	3.896855136
853	3.890416846
854	3.887711488
855	3.880657093
856	3.87572072
857	3.87003623
858	3.862424545
859	3.857962057
860	3.851280664
861	3.845152187
862	3.843966152
863	3.843577237
864	3.836859122
865	3.836411734
866	3.833276938
867	3.826482432
868	3.823143891
869	3.821346927
870	3.81823983
871	3.810481113
872	3.810067154
873	3.808057011
874	3.801158868
875	3.797261497
876	3.793517154
877	3.787504891
878	3.780540141
879	3.774457567
880	3.770925443
881	3.768357083
882	3.768046298
883	3.763208765
884	3.759150463
885	3.753290032
886	3.741234884
887	3.738141001
888	3.737847797
889	3.730743633
890	3.726135383
891	3.720438192
892	3.713380152
893	3.711636784
894	3.705819521
895	3.703415932
896	3.70013627
897	3.690887826
898	3.68738316
899	3.682424278
900	3.682115176
901	3.681028628
902	3.679966935
903	3.679725694
904	3.675289587
905	3.66929837
906	3.66603307
907	3.664190491
908	3.660103513
909	3.659457648
910	3.65496132
911	3.649079857
912	3.646328246
913	3.642004697
914	3.641377776
915	3.635985665
916	3.635340918
917	3.634954832
918	3.628293287
919	3.627897335
920	3.626670867
921	3.626344626
922	3.620666247
923	3.613322192
924	3.608334853
925	3.602465292
926	3.598290391
927	3.595443518
928	3.588922184
929	3.581895716
930	3.575524531
931	3.572011336
932	3.571754209
933	3.567981134
934	3.56228359
935	3.557615521
936	3.557385831
937	3.555004568
938	3.554427124
939	3.549145454
940	3.542933617
941	3.537337725
942	3.53517331
943	3.53179318
944	3.529604874
945	3.521818332
946	3.517646788
947	3.509170836
948	3.503053198
949	3.494545383
950	3.486021845
951	3.482827876
952	3.479209443
953	3.47662722
954	3.472166183
955	3.468020288
956	3.467776013
957	3.457061005
958	3.454735408
959	3.451355401
960	3.447119113
961	3.443749255
962	3.436157708
963	3.434480765
964	3.429001104
965	3.424607689
966	3.421910341
967	3.417349022
968	3.417059488
969	3.413950934
970	3.41242405
971	3.405463487
972	3.402776755
973	3.402480936
974	3.397161651
975	3.391291713
976	3.386482513
977	3.384034076
978	3.378036321
979	3.376043892
980	3.372953005
981	3.369693152
982	3.363700204
983	3.362998095
984	3.361662047
985	3.361418637
986	3.360157604
987	3.354843545
988	3.354652046
989	3.350330704
990	3.348434907
991	3.345040924
992	3.343248224
993	3.339451915
994	3.335055059
995	3.331941528
996	3.327680881
997	3.322679833
998	3.315803128
999	3.311854244
